,Predicted_LGBM,Predicted_XGB,Predicted_RF,Predicted_LogReg,satisfied,id
140,0.95771691,0.693166792,0.95907407,0.5267184302954377,1,7438
141,0.95074794,0.779914856,0.9712037,0.7388876096004208,1,11507
142,0.57987586,0.632523119,0.61263889,0.4655557378408398,0,26540
143,0.94729222,0.7649181490000001,0.98185185,0.6885785198115894,1,25906
144,0.36602267,0.400548786,0.08832407,0.6362796814340904,0,24837
145,0.28343456,0.343780994,0.0587037,0.5660491131779368,0,28113
146,0.2213974,0.294672251,0.0577963,0.4396121605076033,0,12205
147,0.08389658,0.234587118,0.05227778,0.5679279396174811,0,31987
148,0.18305986,0.294672251,0.78435185,0.624800633056885,1,14737
149,0.31139004,0.400548786,0.07666667,0.5195110508427071,0,34834
150,0.95850765,0.7650780079999999,0.9662037,0.526493491401724,1,26616
151,0.05943804,0.21854724,0.04694444,0.6445592410850364,0,1057
152,0.86361403,0.6673185229999999,0.9679537,0.5764057717435636,1,38643
153,0.92622933,0.697127402,0.95305556,0.5359058433744819,1,13971
154,0.84332875,0.606363833,0.70634259,0.5654571614960808,1,19592
155,0.95260201,0.777491391,0.87009259,0.5879117031334871,1,1047
156,0.2185719,0.400548786,0.31550926,0.6443986396525497,1,3629
157,0.01871575,0.21854724,0.01402778,0.4531904920052586,0,22641
158,0.40832663,0.238478899,0.88967949,0.5680373885081511,1,5688
159,0.76323256,0.6973961,0.6636532,0.5825394209192568,1,3645
160,0.13088461,0.230392873,0.27555556,0.6535257075700196,0,23216
161,0.91996246,0.788668275,0.95611111,0.5951630495845746,1,10561
162,0.9593145,0.777491391,0.86222222,0.6812361683583834,1,32548
163,0.1392188,0.230392873,0.05157407,0.6935456937441241,0,23874
164,0.37227048,0.385098547,0.42712963,0.5767775332889986,0,22971
165,0.88329661,0.723777056,0.68842593,0.6050677570530574,0,15967
166,0.8148058,0.559799969,0.74788721,0.7195544739144417,1,34896
167,0.70885361,0.6673185229999999,0.10152778,0.5972000343000347,0,3919
168,0.13116388,0.230392873,0.33407407,0.6685507170925491,0,3183
169,0.09274293,0.230392873,0.01481481,0.5389996753837368,0,23788
170,0.07941417,0.21854724,0.03888889,0.6856037127996997,0,243
171,0.94410198,0.7043060659999999,0.77425926,0.7076295455085378,1,17702
172,0.20811962,0.294672251,0.25178193,0.5360975128628408,0,29601
173,0.16554318,0.294672251,0.0684486,0.6960922282505231,0,32499
174,0.91674062,0.7043060659999999,0.74064815,0.6702723415448562,1,26146
175,0.03645886,0.23268345,0.02550926,0.37697027176010506,0,11890
176,0.93505153,0.723777056,0.96066498,0.4615434073968286,1,9807
177,0.63228273,0.519986093,0.10648148,0.6315379449841931,0,18070
178,0.88317438,0.732312262,0.72726852,0.4391390054168464,0,22162
179,0.14693253,0.33075633600000004,0.05814815,0.5140960018978844,0,20019
180,0.07499353,0.234587118,0.36009259,0.6233524260972434,0,1858
181,0.03979041,0.21854724,0.03185185,0.4685824263005128,0,8243
182,0.25975696,0.247027293,0.35912037,0.5393484682181593,0,14080
183,0.05746046,0.294672251,0.17342593,0.6512004072670957,0,10944
184,0.15262049,0.37393692100000003,0.05451389,0.6152114608317667,0,30651
185,0.91501387,0.657938421,0.88324074,0.6636162803220769,1,7807
186,0.71815595,0.559799969,0.72685185,0.5400870692897057,1,37370
187,0.41872742,0.400548786,0.43972222,0.4703867358065366,0,7364
188,0.80257625,0.657938421,0.74898148,0.6068173567174274,1,30646
189,0.92867839,0.7233307959999999,0.81675926,0.7222363076392302,1,32797
190,0.26687841,0.255503297,0.88925926,0.6928599040948772,1,30187
191,0.96702636,0.7776451109999999,0.97342593,0.7123410859246386,1,2107
192,0.09147734,0.230392873,0.0387037,0.516438331663542,0,16238
193,0.88414316,0.559799969,0.97541667,0.6677714609120317,1,26996
194,0.82778443,0.559799969,0.96840188,0.5684546906607646,1,10497
195,0.76412077,0.631239831,0.92990741,0.6066730947109527,1,30813
196,0.05919294,0.23268345,0.04740741,0.5547642442838413,0,10910
197,0.83001168,0.7165495159999999,0.6712963,0.5541957240763015,1,15145
198,0.81663958,0.675788343,0.95083333,0.7110424430629403,1,19594
199,0.03355251,0.21854724,0.02027778,0.6168962935179052,0,28862
200,0.92399075,0.6973961,0.97907407,0.7116661569859959,1,30636
201,0.11064917,0.234587118,0.05740741,0.5459715438559618,0,27443
202,0.64284073,0.559799969,0.63337963,0.5413701757065447,1,22622
203,0.18178976,0.400548786,0.0425,0.4339470828134911,0,34036
204,0.71467176,0.41984924700000004,0.92085185,0.7273364108251851,1,9862
205,0.92113668,0.762540817,0.77796296,0.7149286392354083,1,9740
206,0.95680603,0.791904211,0.96675926,0.6273667180706751,1,3505
207,0.78680791,0.657938421,0.77296296,0.6289015052886179,1,24522
208,0.84873326,0.559799969,0.77805556,0.6111154046793326,1,18485
209,0.72440458,0.606363833,0.67680556,0.5259156841551955,0,34130
210,0.35545733,0.37393692100000003,0.44703704,0.6656031962650242,0,22275
211,0.23821884,0.237399742,0.06712963,0.6434686545075504,0,33323
212,0.16221376,0.294672251,0.26018008,0.6546719871409993,0,20354
213,0.66202178,0.62348789,0.11546296,0.49966681014512504,0,24018
214,0.33660652,0.41356757299999997,0.06125,0.4289433086145493,0,23351
215,0.66032641,0.559799969,0.93046296,0.5099311824378383,1,5036
216,0.38070309,0.294672251,0.89175926,0.6837035651210978,1,15114
217,0.93841158,0.736885488,0.96648148,0.4957593316931006,1,10647
218,0.16198789,0.33075633600000004,0.06,0.5926578259647068,0,12236
219,0.20537861,0.343780994,0.08856481,0.6051741376081278,0,2176
220,0.11322517,0.247027293,0.04435185,0.6300881978171271,0,21547
221,0.21023411,0.33075633600000004,0.30453704,0.46170270759564,0,28215
222,0.95767967,0.7776451109999999,0.96694444,0.6454642267980255,1,21717
223,0.98445169,0.791904211,0.98407407,0.6065762348897517,1,38159
224,0.86839833,0.720527589,0.66101852,0.5363115428696014,1,14989
225,0.3380903,0.44438740600000004,0.4025,0.6414685577501806,1,13937
226,0.62984079,0.606363833,0.93268519,0.6022434082837725,1,15286
227,0.07866425,0.230392873,0.03777778,0.5519511986778888,0,11995
228,0.7621906,0.547450662,0.94240741,0.5190098920351783,1,14348
229,0.88262465,0.753093243,0.92888889,0.5392356811019645,1,3454
230,0.54942943,0.50114429,0.91342593,0.539246152116942,1,2488
231,0.05568772,0.249940351,0.04592593,0.656512314442567,0,28470
232,0.93015756,0.7403370140000001,0.96099946,0.6560516341877787,1,33533
233,0.16379056,0.294672251,0.05481481,0.7087269511560604,0,3656
234,0.2052257,0.26746884,0.06092593,0.451870102471475,0,11737
235,0.86164583,0.657938421,0.76064815,0.6609408940788931,1,21883
236,0.54102117,0.48354744899999996,0.09398148,0.4569842723582221,0,2037
237,0.55487904,0.461370945,0.92203704,0.7379900140769952,1,27088
238,0.82051319,0.753093243,0.93407407,0.5087821976339718,1,8144
239,0.94557081,0.777491391,0.78319444,0.6850175394832866,1,29813
240,0.94942884,0.791904211,0.70421296,0.5845949844016803,1,21985
241,0.85245319,0.606363833,0.95023148,0.678707302348745,1,10449
242,0.97828223,0.7776451109999999,0.97611111,0.6578434838993477,1,37857
243,0.94424468,0.788668275,0.8012037,0.5509218858904175,1,24079
244,0.27226466,0.294672251,0.07717593,0.6274259815625302,0,22994
245,0.15218483,0.34191069,0.05046296,0.7678853505503836,0,6587
246,0.87664414,0.62348789,0.97138889,0.6517259955779906,1,31190
247,0.58490769,0.631239831,0.68208333,0.4419056131886736,1,22936
248,0.3368776,0.37393692100000003,0.09324074,0.4927949360858949,0,3783
249,0.01863343,0.21854724,0.0125,0.4329533122139591,0,32717
250,0.33121791,0.294672251,0.87009259,0.5473195713837343,1,38197
251,0.87408027,0.7650780079999999,0.92962963,0.5177938000868596,1,22878
252,0.62669004,0.559799969,0.945,0.6035155542455103,1,2345
253,0.04877231,0.21854724,0.17476852,0.5934166448572447,0,25261
254,0.91125941,0.731059015,0.95648148,0.5547587344363165,1,28787
255,0.88209797,0.6563870310000001,0.95273148,0.5155579895398953,1,37349
256,0.81951952,0.6166433689999999,0.9362963,0.6086916068231707,1,18549
257,0.06025861,0.21854724,0.03041667,0.5452748252163697,0,9175
258,0.65300689,0.526644886,0.93888889,0.6813376806549934,1,22736
259,0.03446804,0.21854724,0.02259259,0.2985162415715209,0,22683
260,0.83161775,0.559799969,0.9512963,0.5479128939301572,1,19561
261,0.9490027,0.7776451109999999,0.96944444,0.656145211015448,1,29249
262,0.07326381,0.24505502,0.0437963,0.7390158798782913,0,28229
263,0.86334045,0.606363833,0.7412037,0.5876239941129375,1,22624
264,0.49597891,0.316139847,0.88430556,0.5576626219686218,1,4669
265,0.31533988,0.294672251,0.83259259,0.5204226681404277,1,26972
266,0.08344367,0.294672251,0.03101852,0.5094376513417566,0,36110
267,0.94333201,0.7403370140000001,0.95861111,0.6730125605378149,1,18181
268,0.15038385,0.319510728,0.17872222,0.5521228228186844,1,24611
269,0.82739539,0.559799969,0.95805556,0.6439211180746583,1,18659
270,0.95350636,0.774409413,0.95916667,0.7647405210666334,1,16982
271,0.89622381,0.7403370140000001,0.77115741,0.651438180318128,1,5704
272,0.68338157,0.564522862,0.94689815,0.6024540958167285,1,38039
273,0.93204826,0.7403370140000001,0.96472222,0.6622812581328335,1,6525
274,0.89095639,0.73807466,0.78722222,0.6610240973664843,1,27858
275,0.95922545,0.791904211,0.95453704,0.6631755628765045,1,424
276,0.78082582,0.631239831,0.94833333,0.6711594274664484,1,21617
277,0.34053529,0.294672251,0.39509259,0.5587106814178576,0,32695
278,0.9632,0.777491391,0.96018519,0.7184733250333845,1,17506
279,0.14213658,0.230392873,0.02632716,0.6128810999775047,0,13026
280,0.6104881,0.519986093,0.12453704,0.5884991105255291,0,22339
281,0.33472983,0.238478899,0.84097222,0.6511771129706619,1,8783
282,0.21163862,0.400548786,0.06490741,0.5712640144533054,0,15217
283,0.91023222,0.6973961,0.77166667,0.6997372090861437,1,20552
284,0.21940986,0.294672251,0.3024537,0.5345014359290474,0,31928
285,0.97754206,0.791904211,0.96305556,0.6227770454671162,1,22217
286,0.94730723,0.779914856,0.9712963,0.5060050344599217,1,6119
287,0.23632539,0.385098547,0.41018519,0.5597737388858502,1,17017
288,0.13343186,0.247027293,0.06694444,0.7703227119272182,0,29043
289,0.13159079,0.234587118,0.07416667,0.6146084238350864,0,16448
290,0.56272639,0.559799969,0.59805556,0.4681393053584417,1,25246
291,0.97472818,0.791904211,0.97657407,0.7285136022226021,1,9711
292,0.42573355,0.343780994,0.90717593,0.6049137357644633,1,38867
293,0.34997879,0.36696490600000004,0.06485185,0.5252209432064724,0,18202
294,0.81261197,0.691396892,0.66976852,0.4807781927957096,1,5589
295,0.0696393,0.238478899,0.03611111,0.4151197124414853,0,30874
296,0.7887204,0.41984924700000004,0.48203704,0.4959210100443055,0,28257
297,0.89726024,0.6864215140000001,0.93949074,0.5062065208611382,1,2388
298,0.91789464,0.6864215140000001,0.95361111,0.6397745837782836,1,32005
299,0.81616177,0.6163420079999999,0.95846296,0.6178448134068569,1,28559
300,0.12051111,0.234587118,0.18546296,0.5579668698110962,0,18799
301,0.8903423,0.762540817,0.16027778,0.6212412795717875,0,19298
302,0.20196044,0.400548786,0.04805556,0.5112125932942124,0,20563
303,0.56633512,0.37393692100000003,0.89523148,0.3885150732405719,1,21483
304,0.83083624,0.721289515,0.93787037,0.6731886376367331,1,34390
305,0.6615508,0.6673185229999999,0.12976852,0.7082058027652512,0,12759
306,0.95332044,0.7649181490000001,0.83185185,0.7393897862256464,1,10916
307,0.33412136,0.365658462,0.8562037,0.5532825261527676,1,26381
308,0.7100849,0.68817234,0.13217593,0.5936981765652993,0,29597
309,0.76055292,0.531425655,0.9350463,0.6770574802472304,1,14429
310,0.96533842,0.791904211,0.885,0.7029632785408857,1,3467
311,0.70041866,0.606363833,0.13000926,0.5550925745945576,0,14016
312,0.95380386,0.7650780079999999,0.9662963,0.6756317549655887,1,22045
313,0.72160795,0.559799969,0.95222222,0.6780371144800527,1,16114
314,0.09587447,0.234587118,0.04157407,0.5298235157302226,0,32794
315,0.77484329,0.56795454,0.95148148,0.4980285305441978,1,33422
316,0.93901267,0.6864215140000001,0.96324074,0.5972969395625347,1,34087
317,0.91349062,0.7403370140000001,0.94875,0.4036153469329399,1,11749
318,0.14160201,0.238478899,0.32944444,0.6108500620562055,0,34432
319,0.38711782,0.319510728,0.31060185,0.6615665487172447,0,14445
320,0.63658523,0.697127402,0.09694444,0.6242362492632625,0,624
321,0.89905563,0.7107041479999999,0.78703704,0.6213953257074174,1,21949
322,0.15213131,0.294672251,0.22972222,0.4645514920514394,0,3342
323,0.1913842,0.37393692100000003,0.06787037,0.40257834190021774,0,10436
324,0.33725722,0.385098547,0.86509259,0.5499869717028683,1,34745
325,0.96429897,0.777491391,0.97694444,0.7446487391589591,1,21939
326,0.88087223,0.788668275,0.17018519,0.3721393796784487,0,28558
327,0.88135412,0.6973961,0.80333333,0.6956066508750828,1,7069
328,0.85133149,0.6673185229999999,0.79055556,0.714568334917552,1,3031
329,0.19898082,0.345858276,0.0662037,0.4923669728655697,0,2255
330,0.9703726,0.779914856,0.85314815,0.7127763733369868,1,12623
331,0.35993432,0.526644886,0.08203704,0.38885325110662056,0,36275
332,0.88742,0.6864215140000001,0.93685185,0.5900679463227401,1,32408
333,0.93697224,0.731059015,0.95268519,0.7458014162142946,1,22471
334,0.09811573,0.21854724,0.05481481,0.7061826999935338,0,4146
335,0.84906171,0.7493952509999999,0.9487963,0.53672256227629,1,34451
336,0.94687047,0.7776451109999999,0.73657407,0.6545778146435837,1,33237
337,0.32578917,0.37393692100000003,0.07282407,0.5264903069176692,0,28762
338,0.27580208,0.37393692100000003,0.33694444,0.4279886329225469,0,34447
339,0.28911664,0.314470619,0.07675926,0.5330032141642714,0,20015
340,0.16498048,0.294672251,0.29351852,0.5782773933802224,0,6573
341,0.13001524,0.230392873,0.26572222,0.5760974664260268,0,12410
342,0.97074166,0.7403370140000001,0.80962963,0.6402865089184867,1,30340
343,0.19944781,0.385098547,0.0712963,0.4418329753167725,0,27812
344,0.75780941,0.559799969,0.66166667,0.4954017262717677,1,21157
345,0.71966544,0.657871425,0.13611111,0.4945368397759773,0,4609
346,0.73790646,0.606363833,0.93509259,0.5942669345151378,1,21689
347,0.04425607,0.21854724,0.13925926,0.6129311328312638,0,33005
348,0.91163827,0.7107041479999999,0.95694444,0.5620234361320713,1,31867
349,0.03392362,0.21854724,0.02513889,0.3998179360798616,0,14991
350,0.68730151,0.6000319120000001,0.93555556,0.5554805049205448,1,25950
351,0.93665439,0.7649181490000001,0.96074074,0.6351604339368547,1,8878
352,0.10363587,0.33075633600000004,0.0612963,0.7351967803813861,0,4226
353,0.40301776,0.48740235,0.08925926,0.6118349876335167,0,1457
354,0.97940592,0.762540817,0.97990741,0.6459769512105573,1,28851
355,0.20380251,0.294672251,0.37935185,0.6307886298180198,0,8002
356,0.86199122,0.6673185229999999,0.97310185,0.6994254103008037,1,34715
357,0.13121524,0.21854724,0.06851852,0.6215780129056651,0,32297
358,0.18210891,0.294672251,0.03398148,0.4641907067646438,0,25251
359,0.13022987,0.21854724,0.28740741,0.4550049010674718,0,34621
360,0.94740191,0.7650780079999999,0.95916667,0.651563247257797,1,25885
361,0.72731371,0.5900927779999999,0.11800926,0.6703260231844945,0,14470
362,0.1171246,0.21854724,0.04064815,0.489872647023273,0,39209
363,0.01779581,0.21854724,0.01329125,0.5379518479535058,0,21922
364,0.69663324,0.6163420079999999,0.1137037,0.6160020134578967,0,37530
365,0.96868139,0.7776451109999999,0.8625,0.6633014482539009,1,35858
366,0.62741619,0.657938421,0.11527778,0.5668365737065292,0,31559
367,0.09428182,0.238478899,0.30416667,0.5568317115975138,0,28484
368,0.02584152,0.21854724,0.02837963,0.5254962965029601,0,22573
369,0.42518532,0.41984924700000004,0.87990741,0.5126755908712273,1,24683
370,0.93466271,0.723777056,0.95805556,0.5834411505887093,1,19507
371,0.85349765,0.721318603,0.94458333,0.6044060087036809,1,2542
372,0.9729514,0.762540817,0.975,0.7306615599324241,1,13270
373,0.86623631,0.657938421,0.96555556,0.6385311383047034,1,12429
374,0.03691613,0.23268345,0.03027778,0.6817279743915675,0,27960
375,0.94272879,0.762540817,0.96537037,0.5552810116143136,1,27700
376,0.24862042,0.319510728,0.06418934,0.6970633707525075,0,37178
377,0.66802497,0.559799969,0.93111111,0.53731831871137,1,30659
378,0.08009095,0.21854724,0.27814815,0.5881089866644119,0,17511
379,0.09734151,0.230392873,0.24861111,0.6503821658745439,0,14697
380,0.06274084,0.21854724,0.03606481,0.4384415793290014,0,26627
381,0.04684414,0.21854724,0.03805556,0.5601987938213351,0,23807
382,0.12490684,0.37532559,0.05768519,0.5100752390465446,0,25701
383,0.65672581,0.58516562,0.5574537,0.5877208871453691,1,9439
384,0.97428607,0.791904211,0.83935185,0.6882072694521486,1,25696
385,0.57588034,0.40827929999999996,0.56384259,0.6932516099818864,0,30052
386,0.86154527,0.62348789,0.95564815,0.5763924532617104,1,26731
387,0.92674368,0.7650780079999999,0.95513889,0.6355879331386498,1,34575
388,0.19030056,0.294672251,0.04277778,0.4882636205426502,0,30337
389,0.86843873,0.71465528,0.94601852,0.4756512645997797,1,15984
390,0.666463,0.6163420079999999,0.54814815,0.3504244313577474,1,466
391,0.14959952,0.338973463,0.28550926,0.4064159656161152,0,39180
392,0.7360034,0.6163420079999999,0.94509259,0.6072352592115229,1,36644
393,0.97313031,0.777491391,0.98027778,0.6185192481203824,1,14219
394,0.96516709,0.791904211,0.98768519,0.6849629136000289,1,21187
395,0.96672554,0.777491391,0.9775463,0.5801621030804641,1,5454
396,0.12014076,0.230392873,0.05430556,0.605170436150942,0,34295
397,0.02610147,0.21854724,0.02375,0.5053701197663212,0,38992
398,0.25320755,0.238478899,0.06506481,0.5112640719326028,0,28089
399,0.12372733,0.238478899,0.13222222,0.5567137118596084,0,4717
400,0.2585671,0.294672251,0.04638889,0.5764875728451221,0,25113
401,0.79261632,0.667688727,0.94240741,0.6492210475667192,1,27404
