id,Predicted
11249,0.955064853
13619,0.055184212
11508,0.963844054
12909,0.95628719
29216,0.97106319
10823,0.808166671
14764,0.036816673
5360,0.968208275
10739,0.889646629
35607,0.855578624
31044,0.900807331
33737,0.655546971
17957,0.02503967
29963,0.923126544
37775,0.757784242
21381,0.936855171
14722,0.702064485
11528,0.949632578
10967,0.078728285
8319,0.519517457
32700,0.123893129
35308,0.436231328
35484,0.96352355
2483,0.737410285
31820,0.910093578
25133,0.901468713
10728,0.967237815
30067,0.950198362
33487,0.953617462
23199,0.923544965
18326,0.065180082
28189,0.954545831
3106,0.23196742
22424,0.962416696
28288,0.061081335
10723,0.89805252
8358,0.112666932
8486,0.955259183
9837,0.968669973
2492,0.941019372
15643,0.457018148
6377,0.046166344
32294,0.965776628
19927,0.025716171
22387,0.938137896
35069,0.958009579
30130,0.97103736
9253,0.963327161
957,0.026859611
11443,0.034688735
6593,0.028141233
26112,0.967153245
17609,0.456528534
1576,0.959142431
21352,0.114523946
13853,0.731875453
16542,0.044452281
29532,0.244530677
32487,0.100058665
14434,0.027130856
20854,0.92165392
13817,0.34414935
18260,0.936667329
13590,0.957486418
5981,0.952507243
38979,0.764252306
9201,0.167698764
33851,0.953335613
28065,0.048889882
3001,0.496349713
10454,0.275000657
33043,0.112536132
34923,0.971082551
20994,0.957887195
22256,0.679485172
27066,0.751073087
33288,0.970500729
22158,0.943432012
18108,0.960962817
38969,0.923178448
29964,0.043683708
27264,0.748165888
16955,0.877757214
24615,0.964822295
6643,0.615682784
30346,0.958223277
12705,0.756376795
20830,0.099232622
38616,0.050549097
10949,0.971765005
18011,0.05665543
37918,0.032826321
32785,0.041189988
225,0.950246199
9041,0.321263265
28931,0.935655516
22893,0.938254614
19824,0.067769445
25407,0.938065691
19292,0.966524214
25503,0.636041131
24457,0.962187853
25830,0.029614527
2273,0.871463588
28216,0.028929089
22134,0.937831218
37508,0.835239809
32569,0.863930267
12794,0.081264485
24594,0.739411408
38687,0.973000769
12415,0.942622931
25433,0.051588996
27242,0.969229583
33426,0.969278708
11283,0.784655416
34870,0.095917913
28135,0.967627938
6352,0.069666386
37817,0.916578096
2529,0.275476589
26624,0.607909501
4516,0.051255665
36882,0.901827682
8411,0.125930287
13403,0.245660451
35104,0.904136819
24461,0.970732083
10628,0.077012408
34847,0.809871758
38234,0.970573976
15326,0.958361023
5483,0.070441139
9275,0.718568316
25151,0.878874753
31217,0.774512776
15542,0.94655478
16216,0.066973924
11354,0.937524232
22738,0.959740626
15684,0.050419166
27265,0.958074934
3165,0.030959307
12828,0.731212927
38292,0.627062858
33354,0.940653043
8386,0.970342732
35432,0.947109575
7543,0.300301317
22773,0.950861572
31355,0.385013455
27976,0.19211618
13070,0.955136999
22519,0.501879794
20805,0.935770232
9529,0.967101393
25155,0.047477075
35740,0.936878709
2167,0.486129049
37381,0.159879297
5214,0.811733065
38510,0.886829603
4622,0.154705393
26067,0.958968359
37717,0.851022114
29308,0.972889902
10894,0.807663686
31774,0.972901724
22902,0.946745037
22944,0.961977139
32662,0.079800723
20258,0.958419966
35673,0.03129928
9007,0.032023546
5056,0.041349512
1837,0.806326089
1030,0.965101984
10842,0.116380269
18540,0.030798425
34780,0.092683192
31492,0.971788939
10155,0.94797671
18362,0.711311684
18525,0.960701771
30012,0.929072279
17549,0.032575634
34869,0.935643495
17426,0.747514768
26807,0.938375121
31309,0.707406457
14312,0.96457106
22766,0.040610597
16446,0.085933727
21057,0.112158015
26789,0.162560101
10747,0.20377253
9052,0.735543447
12591,0.933829759
15661,0.960551851
11423,0.074060788
22459,0.196774611
23103,0.937764099
23112,0.943962959
35512,0.31514129
23122,0.084015008
20387,0.947414255
600,0.963052683
1818,0.031147261
21894,0.964022175
32843,0.910174602
22329,0.905361779
38956,0.613253272
11818,0.898170624
22263,0.306412913
15379,0.87439785
31457,0.560566451
21478,0.036447233
39075,0.965876296
21531,0.07157032
10129,0.939014375
16473,0.887166057
19951,0.042041775
5779,0.043869295
10646,0.030053391
30332,0.026681685
12971,0.970524298
9498,0.312933805
9086,0.889971561
38778,0.886359639
7798,0.907520984
19860,0.03627705
3391,0.432044138
34897,0.941883954
31837,0.187576066
4548,0.768840032
17137,0.025299247
21231,0.966981534
23782,0.02516586
3478,0.617322123
35709,0.847032068
23759,0.964196873
24833,0.042704197
665,0.97278563
9726,0.812368442
34936,0.884782009
35545,0.774812165
21580,0.031283732
12586,0.668301546
8160,0.033385199
18539,0.07748511
4040,0.275081905
29959,0.962544848
18871,0.318459343
10244,0.953736771
35897,0.049194094
16385,0.029607502
25119,0.965108334
25436,0.971571634
1465,0.14838746
17528,0.960681594
35081,0.604108925
27016,0.483597691
23435,0.033501965
1493,0.563934854
23442,0.495198322
10808,0.257062238
26631,0.167934428
19855,0.901645643
22596,0.760257624
34099,0.967292209
10772,0.948116134
3338,0.058285231
38006,0.027180113
3348,0.048534924
19501,0.858415678
29740,0.966840511
23515,0.971366326
37481,0.942289814
23516,0.972558517
7067,0.965299573
8737,0.364780925
10448,0.952092275
37283,0.970158485
38429,0.960057025
24629,0.962387398
15715,0.933666104
25059,0.96944563
10652,0.788749131
17756,0.960940521
31587,0.967374122
1674,0.67964985
25558,0.920174486
17605,0.929172178
9330,0.148183152
9057,0.061888823
26958,0.049285813
14340,0.970726153
12403,0.211010303
7815,0.044026489
32004,0.964533886
12283,0.967802887
24549,0.961855729
21532,0.863102248
14152,0.029201248
23619,0.94154093
23287,0.923809162
10815,0.968678255
11873,0.718137519
36118,0.117985874
30807,0.937748997
18953,0.919276241
12736,0.561128957
14036,0.08967995
2885,0.034839055
28158,0.967088304
23635,0.895216614
17485,0.968439586
5579,0.711347193
27385,0.929358444
2567,0.815362084
24918,0.089529457
35228,0.13306849
11649,0.880625896
22735,0.815182367
484,0.914964274
20951,0.969085221
3414,0.950647637
36167,0.090756985
1625,0.038059931
2750,0.629583321
3729,0.944253299
17982,0.972978191
17455,0.87386043
16075,0.889626444
29621,0.928178249
11797,0.088761801
27221,0.927407881
11262,0.025376299
24936,0.88984606
34536,0.182987705
15459,0.966626676
27603,0.749626305
7340,0.056873717
27057,0.964279973
33915,0.84833008
17494,0.965129224
29366,0.032155887
23818,0.929249261
11910,0.610904481
31477,0.052440872
30538,0.95893335
32772,0.035850722
31158,0.964988327
18389,0.972286458
24392,0.892222906
19353,0.971180337
29536,0.757370942
35482,0.901667307
9866,0.910488385
11131,0.080488079
26476,0.771084731
22505,0.612559014
23758,0.80979072
10210,0.92844485
27110,0.960771234
2262,0.970010984
13677,0.848702183
15832,0.898330545
2402,0.049237399
17483,0.829301473
2103,0.970324485
35367,0.379802676
37871,0.914679122
13248,0.947626037
21881,0.952468211
3809,0.947581127
4973,0.965413053
10231,0.962402197
37955,0.027859697
16630,0.941802686
25402,0.852757443
19755,0.952467789
5594,0.035406039
6822,0.391150356
24646,0.491575091
12926,0.965802166
13440,0.960013498
24948,0.880921568
24008,0.965788445
9042,0.508821515
8860,0.953073549
10106,0.861740785
20301,0.051592102
23152,0.881975282
22956,0.066618923
4882,0.766140449
1757,0.927485681
3930,0.517000781
31498,0.030873849
847,0.964432648
27096,0.03025434
20046,0.89897501
36543,0.967315457
29170,0.336783829
12067,0.746112755
11572,0.545513036
37329,0.059589768
35694,0.884368152
34908,0.360771155
36941,0.072010548
3972,0.137020079
28928,0.94019118
39153,0.948841047
8882,0.433920522
36816,0.255946401
1144,0.95997539
8890,0.027240555
29551,0.88185089
36130,0.959536668
22765,0.859481033
37649,0.971071803
13371,0.970697297
21803,0.105027189
7834,0.04508564
14071,0.933128101
22896,0.048969607
9627,0.592823456
20164,0.030009322
12837,0.950368249
35108,0.635513982
21682,0.931986926
20152,0.942926751
34954,0.241890884
4524,0.071117583
23615,0.935330715
31116,0.154167674
32396,0.87495907
21428,0.909474541
27114,0.899812339
7974,0.878935227
5784,0.046379338
28704,0.968588931
11637,0.905747384
9655,0.81614736
15342,0.483653402
38137,0.030815895
12093,0.078415049
719,0.278231758
30818,0.970074307
16331,0.026515074
4586,0.953460038
33683,0.948840225
39073,0.031122131
21503,0.243737385
11713,0.914319282
37189,0.969589136
1071,0.733511698
8577,0.09680176
23901,0.031409193
21432,0.025039629
6000,0.044727453
21494,0.971803527
13317,0.96773854
13325,0.726304347
25039,0.917313832
8211,0.962125549
7466,0.914805896
5876,0.917628466
19015,0.836064038
32249,0.053735714
11878,0.967832586
16900,0.926314062
37296,0.025650336
22205,0.951724511
19213,0.028010018
23301,0.790999258
31095,0.636387466
21258,0.843657109
18306,0.920772396
8178,0.964761303
28301,0.958976545
16705,0.295183368
2006,0.961879432
5819,0.958602263
27661,0.763249045
21124,0.967219306
5580,0.947081991
9781,0.929911182
15309,0.938391232
36420,0.954275575
21173,0.792319818
20470,0.059867781
8158,0.962374536
22222,0.427133104
3713,0.955340697
35966,0.034790325
35854,0.040585315
10110,0.031663026
35671,0.055968327
18238,0.869508756
12303,0.968050564
7845,0.970385457
1931,0.051660384
38812,0.966247156
11958,0.028677189
6719,0.958138452
7078,0.038251564
36688,0.702781782
34984,0.889758044
11981,0.12427569
6388,0.060972164
11437,0.058218058
31628,0.965314257
8831,0.816652613
11720,0.91573347
30418,0.050488998
5524,0.963053373
16707,0.882347532
13752,0.966773364
12085,0.03005061
32482,0.929922528
18752,0.967393202
12097,0.790612564
8109,0.929033324
1978,0.963235703
32148,0.884365955
17432,0.030014919
16565,0.935022052
15968,0.968194612
38782,0.082354745
9976,0.063761864
12171,0.963621829
17954,0.90050815
42,0.03676474
5727,0.943742293
26848,0.971323209
10277,0.912047209
18673,0.905583192
36128,0.619155341
27267,0.961784652
30653,0.968313286
39097,0.081877235
15208,0.921760622
6067,0.882580942
666,0.936593746
26468,0.036036305
35538,0.179880835
38521,0.030105701
14361,0.423095562
36879,0.964262043
31071,0.970615479
17497,0.837768515
24809,0.935209565
21137,0.958237629
27019,0.967776243
35905,0.141046689
8284,0.221334595
31631,0.031074185
34005,0.971728125
24009,0.026314529
14094,0.609326044
11915,0.029687557
19262,0.15386719
13059,0.952851645
1845,0.927253462
13011,0.970454852
20623,0.970958731
31876,0.104830039
35926,0.027907138
7992,0.971197917
20564,0.454634112
4002,0.96948666
25375,0.823658733
10847,0.911510785
16268,0.927781083
19836,0.84030924
12988,0.965716555
6414,0.739551008
19181,0.683516871
395,0.945277108
1976,0.952950269
16493,0.027466569
1065,0.918230889
2066,0.131604064
20441,0.946572597
4369,0.960516375
26622,0.733613888
285,0.965462232
25324,0.938699977
38973,0.839016472
8535,0.963903666
13364,0.051859247
16683,0.96776007
8357,0.967613185
19409,0.940854427
11072,0.545886647
20739,0.966224168
12550,0.88816988
19862,0.910198991
26903,0.377129769
25984,0.971838449
20066,0.43886687
13838,0.040519244
33590,0.057803663
4929,0.033306302
9295,0.035391266
12771,0.489293348
4784,0.9685687
33741,0.908578615
33361,0.027133307
15838,0.933694347
12354,0.376072316
35641,0.968848198
693,0.949286417
1962,0.027821247
4472,0.964150012
28262,0.924762979
27636,0.09487785
20134,0.935950563
2187,0.970358652
10526,0.961425958
18150,0.93104321
32475,0.939518654
26523,0.077957657
19763,0.938853863
19096,0.030192353
7984,0.458005778
7548,0.744185275
23311,0.863615824
4071,0.965694072
13213,0.970254429
32740,0.608279655
18720,0.035970529
8106,0.131570574
13990,0.140055431
38210,0.62841869
5172,0.84575002
13207,0.964129656
19900,0.956304828
14029,0.030968824
2900,0.788447758
19873,0.554130177
24548,0.891232176
28625,0.025785863
26347,0.965148549
31760,0.971906451
11971,0.936834962
38018,0.544079195
22779,0.191248501
12940,0.025001542
19765,0.047826463
4404,0.967385083
3974,0.126574918
38156,0.908518302
5534,0.31132425
34829,0.972650922
17512,0.947340698
36070,0.862223214
20135,0.894305467
26232,0.056403451
31729,0.092633216
22837,0.16407381
12819,0.030804031
13641,0.894100818
31108,0.927258102
19577,0.967817985
16137,0.026881246
7779,0.963712625
19095,0.15118314
13827,0.75051472
12631,0.063377026
5298,0.961877389
7813,0.950790052
3209,0.925264437
38390,0.096447155
32800,0.972496909
12913,0.966564701
18232,0.890876894
8570,0.034227822
16032,0.031147885
5175,0.962323854
35575,0.040370658
6478,0.95176153
37185,0.344577456
14339,0.885337661
35919,0.965038263
6561,0.933620227
2773,0.044791225
37904,0.073106045
2412,0.886319719
23495,0.901319059
21890,0.969459378
30834,0.959667259
5412,0.027307875
29645,0.969376434
8897,0.086759789
21630,0.157366293
19373,0.946916138
30203,0.030401022
2713,0.059353102
17714,0.968081629
37935,0.972974424
17093,0.921195006
9386,0.052720933
7706,0.063167746
5399,0.864748082
31780,0.927310881
13132,0.970724947
13851,0.969534047
29412,0.929531982
4736,0.95842176
5427,0.943408078
6358,0.490871344
16506,0.088835795
13149,0.0300235
1794,0.956716891
6708,0.045298962
30408,0.970300472
19154,0.78893322
32509,0.962278967
13179,0.463000555
20216,0.026243513
35301,0.972952949
13485,0.937508327
14366,0.840266744
8545,0.708749724
7916,0.059113102
7396,0.853521556
25747,0.958122255
10442,0.896720574
5492,0.969638655
30309,0.95946431
16656,0.913479449
19030,0.926693088
39311,0.026742464
26062,0.063073933
21035,0.205103924
32117,0.024765506
503,0.965394589
15014,0.964394504
21916,0.432287934
13267,0.964170285
11779,0.252564491
18937,0.966910412
22133,0.035581517
26875,0.937431965
8141,0.930389222
6637,0.82566665
20983,0.971187343
33702,0.9296871
35537,0.027918957
21762,0.958774734
22340,0.792426162
6109,0.863658721
6479,0.030701652
9269,0.911346271
15179,0.697264491
30809,0.029997662
24384,0.074757735
32621,0.031115589
27159,0.957133688
1604,0.068129062
6500,0.083964274
7734,0.964675467
32353,0.868666474
1894,0.838108036
5026,0.18877158
12479,0.900673512
21799,0.079618676
18681,0.952918788
18693,0.969215054
31629,0.964488134
6817,0.970949621
20977,0.030716845
30322,0.870634091
9963,0.95689385
23228,0.94222339
2121,0.967773004
13530,0.967926214
12887,0.032433647
7566,0.832460378
12291,0.954392393
29513,0.642831859
32208,0.964658189
7556,0.972619764
13463,0.716954761
3079,0.96807272
19093,0.762141347
18644,0.924030434
12717,0.940954823
27732,0.971053676
32043,0.027543491
38240,0.965847586
36763,0.117115962
33431,0.098938376
14378,0.903476119
24439,0.523076261
6947,0.950369538
5382,0.943871395
26332,0.666993176
3694,0.780323095
11519,0.965624669
33299,0.968136486
36936,0.19774474
26550,0.972431233
13646,0.965742588
35075,0.03114377
13835,0.052652892
17591,0.969121976
17123,0.944696499
36460,0.719344968
13117,0.041456055
17994,0.024687166
30100,0.93416357
15106,0.096130478
12203,0.062988803
7742,0.025789706
6216,0.384315652
18155,0.073668315
17571,0.96160574
18519,0.971159182
10829,0.02903603
11469,0.147586749
2269,0.071841591
18083,0.972662789
5259,0.11480255
9011,0.679342437
20749,0.958518124
11419,0.028207032
9338,0.035127445
9533,0.970670143
18174,0.911983777
35260,0.941488567
2508,0.036496374
17278,0.948685307
22460,0.194402735
11811,0.963854363
5392,0.928005255
30196,0.225596646
20578,0.817620507
14610,0.964836781
28508,0.970100945
27929,0.088167692
35987,0.941813092
10794,0.038652086
18512,0.775467423
17926,0.290517946
36398,0.947747265
18050,0.026717194
231,0.940452738
12840,0.701227902
13687,0.862429509
1332,0.041310629
36627,0.025895908
17866,0.040486028
17859,0.046543521
31632,0.526369519
27115,0.931451419
13854,0.476157656
36165,0.972938106
6379,0.960343347
7410,0.21253824
34748,0.92471996
35153,0.918629677
16902,0.386301627
35678,0.360510191
18487,0.025383611
81,0.871336642
2770,0.945137768
15143,0.884583918
17940,0.966672767
2584,0.868645536
18268,0.030487576
11791,0.948373896
17007,0.064079058
17693,0.760892619
21134,0.874635932
19806,0.188470754
3911,0.620525902
35063,0.300587655
25370,0.968767334
13198,0.954562893
17600,0.124898957
6070,0.939061283
19110,0.859269541
26695,0.947501015
8014,0.925053179
34101,0.040370349
24995,0.034624204
34195,0.741277525
6093,0.960924439
24394,0.603609418
6816,0.043926771
11366,0.719676084
14640,0.129235217
6182,0.890919523
25568,0.07391526
6187,0.162039379
17491,0.95601926
36401,0.673946763
7311,0.027052884
25271,0.872493132
17472,0.933872192
11889,0.945495306
33490,0.962142153
36306,0.039238159
6369,0.858518874
14552,0.945795086
14208,0.969153622
19564,0.927772633
6579,0.896997805
20284,0.092312932
1515,0.97289694
4519,0.971274927
6114,0.891359326
27997,0.879221822
14642,0.960493364
2193,0.966398897
9752,0.501635095
14875,0.15307009
17773,0.068991217
34348,0.944396667
470,0.958859116
28708,0.02941938
6217,0.909797496
23754,0.596432692
35553,0.915584531
7138,0.970839064
736,0.032451933
17793,0.028046353
18971,0.025663385
31184,0.936665291
25883,0.698193658
17169,0.967463065
5810,0.950939145
15703,0.943598483
1450,0.044909309
7250,0.028609251
27273,0.945585725
12577,0.888242531
1688,0.901985654
19257,0.033927292
7195,0.830877578
6256,0.955682665
2955,0.952548517
20688,0.900745689
7216,0.956851139
13843,0.961709315
14389,0.923012664
37614,0.69468412
33081,0.944103034
1092,0.566015038
2835,0.740560568
11134,0.966106862
17004,0.919266081
4462,0.971588416
37363,0.919818941
17963,0.971175202
27064,0.834789314
29658,0.942616866
18568,0.954889977
34560,0.13975008
4032,0.970902712
25726,0.966316735
10455,0.912273847
34317,0.025221079
20541,0.318279333
36622,0.821642189
16912,0.925361551
15,0.032545463
14453,0.946884915
29707,0.918950969
27188,0.965166692
18790,0.063224488
35268,0.483742332
8742,0.340564986
39272,0.52756056
2344,0.127731753
34746,0.565160331
34527,0.031976767
6354,0.957972356
25248,0.919546165
30344,0.346276215
21477,0.926180847
2970,0.713422974
4308,0.943415157
17704,0.971167338
12712,0.098937304
18703,0.923595185
27093,0.951798988
32432,0.895573265
8051,0.589293527
13471,0.958555924
16720,0.943944487
36532,0.961205108
35668,0.027187841
24463,0.052819888
12750,0.487384404
2185,0.971150926
28003,0.966896404
16033,0.968442985
23096,0.944615279
31944,0.818490675
31665,0.46071871
21265,0.026248505
1784,0.971681487
25152,0.966600523
11955,0.973647651
21384,0.087088449
25783,0.029098301
38544,0.858288142
16550,0.969129209
10870,0.966618811
20577,0.04562101
28267,0.164241404
32347,0.948687052
8881,0.155017753
16986,0.870793637
16516,0.029815659
27400,0.816432385
20562,0.966569085
16507,0.961983155
16497,0.963079771
31314,0.041776628
1871,0.964061822
16440,0.030473359
30824,0.0352386
29460,0.961823077
18051,0.63360484
35629,0.769334305
1684,0.028087882
19291,0.962899032
17189,0.95039584
7246,0.028655491
26361,0.948224916
16572,0.892124529
15323,0.05803233
31048,0.970899806
7080,0.941066209
18544,0.924763752
5127,0.961648474
7124,0.065369825
15673,0.734217123
14491,0.96884779
30574,0.909875467
1915,0.924309646
8457,0.774420323
38105,0.033887907
32723,0.971100944
29747,0.042411348
36834,0.059654882
22752,0.86785567
38594,0.962687619
24498,0.890794949
10742,0.968854931
17495,0.357107689
6583,0.879977784
18916,0.047573808
14992,0.189899779
7112,0.965530313
11350,0.9527528
26690,0.969104368
15152,0.028110239
16161,0.97311266
16106,0.115344848
20065,0.971598427
11442,0.844327547
5203,0.969578574
25317,0.87736449
3402,0.869345011
37867,0.885282714
6646,0.963311289
16004,0.080827918
27348,0.194382797
2054,0.959690692
22500,0.903814625
34660,0.970949733
26429,0.951082719
15202,0.199749554
14938,0.93196254
28334,0.84433012
35361,0.057874865
15820,0.941327914
13900,0.353626853
36069,0.64141195
16263,0.080650242
23833,0.968367627
37175,0.025819915
22824,0.78162263
5895,0.854242596
27429,0.207838901
11238,0.17828216
15740,0.964856773
17227,0.942967828
37852,0.927512191
19481,0.953090227
25801,0.251433471
31496,0.211472311
782,0.938607961
38774,0.971140906
4960,0.931236366
15269,0.928578134
23197,0.953102957
2787,0.972262658
34160,0.930755306
26485,0.074230117
26869,0.037008788
30032,0.959335346
20931,0.955354832
6919,0.882565076
15084,0.051783174
23168,0.963247331
13808,0.967332107
36709,0.037708432
1509,0.697028188
30496,0.969875169
34222,0.931125237
15587,0.958042514
30123,0.056065058
8825,0.040682992
23992,0.754564096
14575,0.966227094
27604,0.598284824
37551,0.3478173
3661,0.971216237
38952,0.053659015
32180,0.906981044
3093,0.832704745
22111,0.953315118
26901,0.806799189
33080,0.034910284
15442,0.431306489
519,0.953122872
25358,0.32903872
27294,0.178555056
15451,0.893508498
1223,0.95763704
36005,0.97124414
37590,0.855350309
1483,0.96541269
