id,Predicted_LogReg
37349,0.9899281087909253
18549,0.9877735066663405
9175,0.00723463099483984
22736,0.989828009665575
22683,0.008681767301763805
19561,0.989403420967898
29249,0.9905464274530239
28229,0.007095162197718419
22624,0.8886914717974141
4669,0.9843514250385269
26972,0.9802215280054759
36110,0.007796572757617484
18181,0.9888351810618194
24611,0.03588150921448914
18659,0.989385232311733
16982,0.98814535104435
5704,0.9199288451001437
38039,0.9911949403053757
6525,0.9899007992691156
27858,0.9324348455323493
424,0.9886808687345675
21617,0.9896684232931137
32695,0.23122028896893412
17506,0.9885888251912275
13026,0.005632940752155929
22339,0.009842096990805498
8783,0.9777833545090576
15217,0.009506074798907806
20552,0.9114521409013873
31928,0.11792796900506285
22217,0.9897436579193125
6119,0.9919607098653146
17017,0.3239258185929687
29043,0.00803040512349408
16448,0.00993759932371102
25246,0.7438969695426908
9711,0.9903764264401681
38867,0.9892695254175169
18202,0.007364963645137115
5589,0.8235523257710696
30874,0.008708245143527311
28257,0.295693759545033
2388,0.9884231881875142
32005,0.9884377330380083
28559,0.9904728183991425
18799,0.03727996378830198
19298,0.010894210304736427
20563,0.008437097741165002
21483,0.9872290546918921
34390,0.9883374970263868
12759,0.009927648136429887
10916,0.9514401710942106
26381,0.9849785768808519
29597,0.0105491650961135
14429,0.9871057378922137
3467,0.974013850508811
14016,0.009967517080583656
22045,0.9898054416172632
16114,0.9904176156370906
32794,0.007919893177850688
33422,0.9909931439292555
34087,0.9896192213194438
11749,0.9907376469099999
34432,0.15672554515019213
14445,0.08887797021218118
624,0.007970706901721839
21949,0.9317866300183898
3342,0.06566087599824566
10436,0.011564461777211963
34745,0.9866477619104049
21939,0.990321734532414
28558,0.015942190101919586
7069,0.9401223474287335
3031,0.9318415797032279
2255,0.010021230496238622
12623,0.9618430454174434
36275,0.011734013796746393
32408,0.9873734028203409
22471,0.9872811174765401
4146,0.007690654514685205
34451,0.9908432636184812
33237,0.8791449378555077
28762,0.008493658261638552
34447,0.1760358147093868
20015,0.008894921002705771
6573,0.11395251572153418
12410,0.08556350615008193
30340,0.9399860069330672
27812,0.01156430576513574
21157,0.802238107512972
4609,0.011477956149373511
21689,0.9893943100249641
33005,0.02404780429568614
31867,0.9899969112677234
14991,0.008164843457650457
25950,0.9906776906593385
8878,0.9898610948638767
4226,0.008971977192254326
1457,0.009223919815671
28851,0.9910532047612888
8002,0.23371883992200396
34715,0.9910238238763696
32297,0.009114298230030057
25251,0.006971912157252219
34621,0.11682856008940308
25885,0.9893121528370513
14470,0.007323716048981807
39209,0.007675582026578438
21922,0.006491821992089265
37530,0.007976085010639808
35858,0.9670843872972437
31559,0.010100301947650858
28484,0.1377952899331063
22573,0.007679517415104321
24683,0.9875778658920317
19507,0.9896255878381693
2542,0.9893993160780064
13270,0.9899130654522371
12429,0.9905758907440501
27960,0.006772557428877958
27700,0.9909234781086297
37178,0.007213794179983061
30659,0.9903002499867003
17511,0.10388673446491212
14697,0.07103782570795576
26627,0.008456712343288228
23807,0.007986551770908956
25701,0.010614002597891147
9439,0.5839960593584063
25696,0.9567393101417142
30052,0.5706587643328124
26731,0.9897539433823559
34575,0.9893924773846077
30337,0.00742538586654802
15984,0.9903811387537877
466,0.6136122921568954
39180,0.12889964190685385
36644,0.9905551312081752
14219,0.9915437881103836
21187,0.9919916747390818
5454,0.9916747357487147
34295,0.008134750690128655
38992,0.0074149628652716935
28089,0.007850554175782712
4717,0.020566308282356487
25113,0.0062795126092496135
27404,0.9893338990839189
12676,0.982922095912498
9445,0.8149036051150292
35137,0.9896436925862255
38339,0.026161337393705335
6103,0.9762797855842978
6780,0.5261105737306138
21978,0.6108468408973087
32397,0.0862006093505761
20401,0.9895055885269445
29873,0.9884738710524782
13075,0.7657040763316878
27566,0.007620351499084663
19934,0.009012018380821408
17721,0.892675937688465
28211,0.9912041569975318
17313,0.008546076849123773
38710,0.6267272376887048
4826,0.9902641079578095
5432,0.9901452527314611
21314,0.9910890591991058
11845,0.011154403778728022
17335,0.9891131906320152
39203,0.9889806260186103
5643,0.9907015110345586
28514,0.011055009072834542
21795,0.00836597343074752
17961,0.04789971716123824
13073,0.9831438105499085
30048,0.9867497722195169
23677,0.1491781431789008
5410,0.9900912468543411
10734,0.991529370397737
32873,0.0066513997302343085
8443,0.9900483631718591
22653,0.9918123281391757
11579,0.008502147077923598
26281,0.9878928995517186
7993,0.010205311046445516
4884,0.9869449383102483
143,0.9921031617480457
16173,0.22167645696470983
20716,0.0064759609690238605
20673,0.8897050890369727
20664,0.008215428231332806
7314,0.009032881958466462
2651,0.991877889677873
27559,0.008646310597890693
12351,0.9873460599086128
20566,0.9923537797521705
4169,0.007792816831497677
21784,0.9912947611195629
32562,0.008654580240036546
24411,0.12196298692842528
23116,0.9907238550573485
30678,0.9905451074263879
29269,0.989912052547316
35970,0.9852145102427006
26272,0.00751508219316517
17803,0.9899443092129037
24071,0.9886244328984705
30416,0.24295497781159092
32436,0.9896749900821104
6481,0.006848976810717801
26353,0.008293787265299939
22144,0.8437521306838833
1916,0.9922644424837601
20675,0.027599033037582522
8176,0.9908433280586553
33242,0.9903347772812463
34613,0.009307265896032025
29093,0.9895713096629227
28541,0.009165752499446062
36000,0.8711315946244115
22595,0.9851352772224193
9836,0.16958134347077225
999,0.9605087734714564
25476,0.009301524996256425
25508,0.9879670077897221
14231,0.008575467133509686
141,0.9924311694425256
17149,0.9902675607623251
30363,0.9880467950483364
24350,0.007928181785226142
31918,0.045130694631196684
12043,0.33792404334435616
618,0.9906201571980997
19890,0.008743357391975713
20806,0.006572057565791682
19829,0.00882176584721434
6873,0.9831141309703314
30051,0.009053906612957437
21929,0.0071657659271438905
1433,0.11063073089278683
17626,0.009515727879494382
36733,0.22382568813769377
19728,0.9912052235513273
17211,0.18976474571412427
32781,0.007824952247745076
19803,0.9843535543762579
30706,0.9885202210263885
32931,0.006737681248420487
10010,0.9888765736701118
37332,0.990508708653807
38981,0.006849641786761746
14199,0.007457581969867368
22687,0.9904843864958071
8902,0.9901081676960215
22265,0.011530078336960087
15769,0.6508843933797726
20734,0.990968440007251
33456,0.07190930545607228
19573,0.9897380827022274
36098,0.9696515446486793
8380,0.00674471974651432
18240,0.007722559907098416
15338,0.9915041448338288
19513,0.9917814690307113
22715,0.007517403431301617
9449,0.9888959877446941
28680,0.7781826415462362
14332,0.9880543248278774
8735,0.8919163286628247
25646,0.5708403230739761
24792,0.9602986155428531
34935,0.006596609440717971
16227,0.9658897994053844
674,0.5716208828786685
1822,0.9911437481156916
30088,0.007381956675488665
35208,0.00873085103626634
8893,0.009250650179126563
2029,0.988264657153568
10222,0.9868650911820228
15775,0.007634733886418659
12032,0.9910506853820052
26595,0.36800122206729535
36897,0.989395952188845
28431,0.00918864023443003
19318,0.0096197906859499
11213,0.03742874910290169
1953,0.9899945322133468
20419,0.9860588598354109
19238,0.9887533846243496
36193,0.9913889607911105
19185,0.006208049684332534
4098,0.9822811383771028
32786,0.008916900360826586
30293,0.9902203828716217
1783,0.20312965145736597
5459,0.96883411615139
30882,0.989206075740807
8676,0.00822109414646271
34650,0.9893804973270094
35232,0.9899589604826637
35145,0.027682381111524292
10990,0.1697763439841419
5471,0.9891440111817278
14771,0.8999342283774716
25429,0.40783343637223357
18468,0.008716079432017776
15216,0.008807748774075615
29147,0.008446826002418644
4265,0.9925514409603805
29779,0.9920308792865307
34535,0.009383931557416129
24466,0.7016705297357054
5526,0.9879412944957341
230,0.9920495802795075
15448,0.9880492011044875
10375,0.008218229649444813
29734,0.01454030675825821
37819,0.9852476807455443
8907,0.9159245055212202
38570,0.0076092295248259565
1730,0.007944921637877689
7596,0.006693066688995308
33793,0.9907211994331557
11972,0.8167092414286312
18856,0.006927937877657375
38458,0.9875450477902142
24262,0.00846869177594944
5586,0.9905926032398799
6549,0.9875719577784015
29116,0.3191954399411383
35967,0.006547712124006836
18867,0.007703388657766101
11360,0.9888279833635513
16802,0.9915706698987194
13613,0.023674960339317954
18708,0.986256920464919
23016,0.9863435550625979
12345,0.8764545663564269
1631,0.9909212291620738
34792,0.9912028282951005
34951,0.00930541747230832
11380,0.9839005003026101
38062,0.007967160160365984
17799,0.03995540655691366
16699,0.9895348497148087
18604,0.024867325681078797
38238,0.9081572329721663
9239,0.49491608875392246
13556,0.9891180429830501
30325,0.9909822570098974
18583,0.9876815444391379
21513,0.9876135288421574
15599,0.9889173704109386
18575,0.9912816745296035
37049,0.010918434119054202
6098,0.9570726982392496
18323,0.991031151898666
24369,0.8194322565389768
35424,0.007360537355413983
5739,0.9904924577763369
29461,0.010483869716098333
5757,0.007962444010462668
32741,0.007363149658024463
14573,0.9874108427119596
12209,0.013510214385184887
36654,0.009077130566324663
36264,0.8019301859887399
6532,0.799211783184681
26832,0.00806629695952675
25617,0.9874643844222858
34971,0.05144520905512582
39080,0.9028756918026171
34633,0.9896136054583103
18279,0.006675773591673894
12293,0.8321855811790378
24139,0.009238418031272726
23868,0.060494742878071724
19051,0.9864561151866572
16712,0.9891748780867721
4436,0.7333838384160338
24787,0.7787502744900648
31526,0.98600369151166
4911,0.9875562301226232
34497,0.13913698442931907
7936,0.9905582241688151
25839,0.0076462318914550876
1361,0.9893165259747622
11331,0.9881544371494141
1586,0.9896337296367004
36868,0.9871179154362331
28157,0.010553730598841429
2198,0.007877740248933606
29083,0.9867715740727656
23196,0.009334423582371434
29452,0.9810717046573776
26831,0.9913814300952234
17473,0.007206003322513555
3470,0.9870409600540966
36135,0.9902412694707471
21918,0.007121802114666324
6022,0.9817530170513548
16947,0.28015570302952053
28107,0.9919043099342904
17955,0.9902186634124444
30916,0.022010609624697815
5932,0.7981130735460878
29923,0.9887590363792658
35918,0.9902841349966227
23153,0.012024437025170313
21995,0.3934967480907671
34462,0.9909757819709978
12929,0.9559951864619277
35851,0.9902723502448096
7503,0.007986335840636587
5143,0.2590550093459144
36352,0.07774392913202868
17841,0.9900744480285608
13205,0.9874154739219942
9900,0.007175133647053732
15528,0.9900052783654032
2550,0.9619040381872282
6197,0.9906988505923712
31862,0.007431371133092221
22294,0.9900377427670424
31380,0.1617450582180542
8915,0.007684746738917015
17736,0.989376977177479
7565,0.9844167386464653
24836,0.9900721717324487
12635,0.12825723411104226
3753,0.9886595876238482
1438,0.048526954949206655
17647,0.9903138178666362
29433,0.9899806167513743
25161,0.006791758085332089
36796,0.9890794432828712
14718,0.9878226497182114
16913,0.9901812165767858
31244,0.012094638450279496
19,0.008740103629511407
17521,0.009236937052347132
17578,0.9916604961005021
4591,0.8843805908324635
24825,0.9893935085803817
22025,0.316950626842995
11147,0.8635640740912747
27097,0.9907767188279524
32062,0.9893558411744122
4366,0.006248682320029469
12448,0.008857170569749202
1970,0.1747017732763742
24188,0.006717790121326205
962,0.20930946159463007
9783,0.007180184119568565
29825,0.039726273182264536
1453,0.008350199541827263
21587,0.6724226474497592
3940,0.010336979543688934
36750,0.08711717683956638
5764,0.9894384354960294
31660,0.9901544592630034
22695,0.95042723259001
22163,0.35458407061480174
27788,0.010271920672613939
29604,0.7890969702750946
29895,0.9898496284987138
31709,0.9865180778291619
8903,0.18312896836344605
35203,0.9899280392685343
29163,0.07900496785363922
34149,0.7557188616491946
26338,0.9880149300058799
24718,0.006082331410819926
16684,0.9675686182672428
20340,0.9889257241428552
9177,0.011006108087577059
19254,0.4213377019040558
18140,0.9891912810961249
19796,0.007496014189905511
10048,0.8172190307140982
23390,0.8248447843848102
36848,0.9893640751618599
36487,0.008997479341767811
14129,0.010419719452721266
1827,0.007320232597843195
16945,0.8545469244758961
38470,0.008139201856602869
24799,0.9871916739320445
2038,0.8736210896739203
10058,0.9911184744064395
20982,0.990964683068655
10760,0.9908181541493007
35986,0.9899079877776144
6346,0.00567131651487324
23707,0.9897855969212609
38166,0.9901423558778187
19054,0.5014135480755021
27893,0.9892933928662683
21500,0.007757941073922114
37239,0.26640460141225253
23673,0.008438898790633817
3703,0.9869539939871336
13631,0.9892227990543897
9791,0.8708089335962154
29526,0.009073878095386805
30172,0.9926372411979584
18501,0.00886384026261236
1040,0.006821109640461235
20837,0.9884667120685069
24327,0.007669946091472329
12986,0.9900529656939336
16450,0.9886171285757264
16396,0.9890367690483015
696,0.009538045727374884
8024,0.9917680546649698
19102,0.2005321875279511
22152,0.007943561885156748
30243,0.006659464507410053
18894,0.9866675830995468
7379,0.008298839902547804
32831,0.00749969405017756
32238,0.00647645131814856
19853,0.9854370802640855
25118,0.008596951876166438
23772,0.9891080811451719
29729,0.9913979903463164
21424,0.9912303022833063
15696,0.990663177513827
14542,0.1447164799892076
33837,0.9851615679202982
25637,0.9879453551563067
32960,0.06084700609331186
6750,0.9907723224455653
17657,0.04698321226123254
5408,0.011268881766180678
3227,0.9898010919809647
430,0.6813482825926814
38440,0.9112968875924624
19450,0.7963643411610561
19226,0.9906800900717073
18941,0.9910855071593466
6554,0.011298438516578822
6557,0.9910205507453484
3867,0.9898876540714446
28421,0.0067611067664793325
32541,0.9908263541842258
6629,0.9075617500978129
35282,0.9884941661580623
15156,0.007613804020257813
36616,0.057440472167454903
16122,0.9905240857105886
30400,0.008867845482769433
10735,0.3032678930530369
23438,0.15862902378447982
27995,0.029394728957572135
11255,0.9917988114699929
5820,0.9900678012055731
34782,0.9913395950262913
26270,0.00708493853909034
29533,0.9889427751355069
9344,0.7241983764734925
21522,0.9896291446606001
36664,0.9875657221083259
25607,0.9889125145481142
29860,0.9917264770810038
236,0.9890383540225021
11789,0.26618176034163726
35350,0.977969919198267
18982,0.8780112715569713
16663,0.6119571946468989
37843,0.008818630727644314
10638,0.36507437227749356
9014,0.007643242193876629
13350,0.9892789516904332
3037,0.9913138950751647
15743,0.9904717127615533
15717,0.9876933935960799
2660,0.9879096460791857
6777,0.008555130655422556
34644,0.9857834990363419
10648,0.9897443626958581
1810,0.9903971614445055
30569,0.9876762198979417
21163,0.008423614950986933
35524,0.9888597369127864
4181,0.9217278184888412
17288,0.030171286400238195
34892,0.00638885746498565
10482,0.9892661254520563
23481,0.6934590296269042
25052,0.9906507952921556
15605,0.9920910274232622
16933,0.8845102943975776
11792,0.0076553271406753455
21305,0.9919721190910379
23146,0.5431938046483623
31283,0.9911158845272724
33320,0.005921316529259263
21437,0.06813844774214384
31956,0.12835629267130924
15544,0.988048055735042
24619,0.08574045968653149
27466,0.9907492837047605
16698,0.6070510240216491
10508,0.9919221554869619
30761,0.3273069539057787
30763,0.9859356708081449
30512,0.9911931792736024
15706,0.9865051885367938
32531,0.9656793979475314
2892,0.00811133203872725
5146,0.00828238833774791
23609,0.0077386795704630995
7404,0.0076437713820593466
1254,0.8426978871077238
23121,0.9899950802638574
13807,0.9913836463941578
11367,0.10029419754384022
3802,0.9886650113765115
2137,0.9895763381369164
16687,0.007087034667856482
33262,0.23627664251320585
32916,0.9893944200224843
28019,0.5980793472688929
19459,0.9876128543524308
25519,0.9915548000665821
7038,0.9902069336639242
7551,0.05751782513287766
30863,0.07556711777846432
3204,0.9895561840810906
27556,0.9915980353446228
33662,0.9898342109818816
20458,0.9899467589999357
32895,0.9558108313301866
9534,0.9822380000405908
29487,0.9375859751455666
10626,0.9858215820552039
23777,0.010144842554125897
25805,0.008087677314991971
10148,0.00788460840031466
34796,0.29457069769501154
33440,0.1929870299862773
34743,0.6452118055941365
10152,0.007154452367388159
25899,0.008512559338345388
8146,0.010360227976919625
28387,0.9413518746088387
10054,0.9879405347401402
10175,0.9807934663354576
35910,0.9892705288910376
2314,0.2954848273836599
31824,0.9112907296925485
31440,0.9894171793340687
37840,0.9879818303588718
30521,0.13803726306480632
11338,0.9914004143932691
13710,0.008900116965295501
9812,0.9894995989259784
35418,0.023763352964985725
28574,0.749550500646565
35402,0.9888205972659642
7614,0.007828681106896775
21792,0.00819776998778324
8551,0.008866215822151056
30119,0.5995015673127411
9180,0.9902091272392192
37013,0.009195491865939182
30815,0.008128277840843197
20799,0.9899224717632538
35304,0.009760134288074051
21772,0.9912837652427183
9738,0.6541792997176312
8285,0.8409855435052835
5883,0.9906237985711995
1060,0.11262602592394419
35248,0.007453562217616554
31541,0.008056355706757735
31543,0.6678917331658737
35320,0.987147057737553
37326,0.010935666540017912
13572,0.9878855038895276
10301,0.864009120994962
4558,0.9812912037128063
31135,0.007890023661913518
19718,0.9900418207235016
23656,0.008263692700901624
3910,0.9881844873802078
14358,0.9880565128076905
7721,0.8186654576761336
18085,0.06465253123078384
2921,0.007162619629797435
13498,0.9882370241072652
16531,0.009775942848415401
9911,0.9821343681421714
3534,0.987482959626775
27867,0.9576944385098676
34065,0.008043866767718427
15981,0.008780251099061023
22704,0.9897128757533551
7946,0.009775093868589787
16086,0.009346933042815198
23539,0.00803315598055326
16267,0.8688589773061566
33759,0.09068403552360699
23108,0.9449504952639256
31264,0.009426955462635729
4753,0.007607907323672805
11490,0.0077300233651656
13336,0.9859914051790687
34262,0.008303551971080677
6748,0.3518797170744798
37096,0.9091864735161131
25158,0.9898774126068437
32658,0.9894748533086335
34118,0.00639305836277484
36285,0.7680451128576965
11777,0.1899800406435579
38055,0.9891143685498777
7769,0.008208952643294217
15383,0.9892695595739549
8744,0.989300230572644
38003,0.008307941669020305
35434,0.9909855822377215
22959,0.9869706839909338
36093,0.2969961828086413
24325,0.00941911773331552
3077,0.9414188465238817
13239,0.3372039546901498
10453,0.014850659379153336
34197,0.9884166717669264
39287,0.10215276733398818
5646,0.9810235339436114
27368,0.8874771357590115
8723,0.007286667253723511
7683,0.9898367306799858
1645,0.9888550569124479
10504,0.01218289384164167
15954,0.9900801701079905
20263,0.03195020298004883
16715,0.00437638334326872
713,0.9914778742583347
26916,0.9871267169441375
13171,0.9914524745893551
34108,0.008726369022717912
4985,0.007218351565547038
7108,0.03857985164564853
19216,0.007281698838391518
38045,0.008103939556247594
29563,0.9883673471919577
18338,0.148160941324042
24216,0.009004538402157012
14852,0.7988811148446713
34722,0.030631892410474874
2869,0.008364487301500474
8639,0.9903053060466029
29663,0.0063849833016963575
34523,0.989330811651896
4845,0.9775862147504351
13493,0.03747709478982488
28597,0.9921279661689397
13109,0.0073425232374100926
4674,0.10002010182988356
25055,0.9889948075306347
22319,0.07321780074333406
29845,0.9900063169704449
13079,0.010802058721441918
12675,0.8413210807858612
28727,0.3705687453875892
2579,0.007931027885919673
35511,0.9910670514288041
7113,0.007739934787518551
12991,0.09827593419880475
39065,0.5066053331540012
28659,0.9896732637575515
32823,0.2047320530820072
35893,0.0087480274291122
36124,0.008033481888928096
27319,0.7711882535404281
12875,0.006878745064410274
20157,0.009122769255085435
3008,0.9907851910160276
34079,0.008546425665254296
20535,0.9677720261285427
3904,0.9896489217159417
9886,0.9872186494549908
12789,0.7883894934821198
34513,0.9911613086592815
33898,0.00928756073313524
19661,0.7319225452321471
8620,0.9885641855772574
21043,0.08186925207917965
3272,0.09742883905065232
2785,0.9908181672352085
32893,0.9197792283114828
37883,0.6415391412449769
7898,0.014511846760823293
37529,0.9769713403157161
32584,0.1546620148809378
19647,0.20400634623476022
20804,0.7235613655892055
977,0.9830843843340058
38413,0.9890620765429551
38741,0.9889547102588785
10888,0.008498832573907754
5796,0.010091261580088664
34300,0.9220612044666163
12649,0.9897613157575134
26607,0.9825378229482621
10933,0.9908096174275876
23158,0.7775833093200529
16809,0.9887258523501888
30023,0.4714199455246389
29657,0.9878864770297294
12747,0.9901642452250008
2181,0.007951620696033846
10876,0.8561627957137686
27597,0.9887572932301665
1964,0.02525413030970696
34755,0.10012211167421473
13769,0.9811337380689819
16498,0.007032069436423167
12558,0.9876612218645471
2801,0.9912081672708044
33500,0.8597146650991299
3406,0.009543487939916724
29457,0.0090371280701779
17964,0.8918397275042622
11496,0.9918970681189417
12462,0.9895229777121992
30084,0.9618216205291447
22790,0.9900082981983432
6618,0.9868950573103287
33867,0.8341389925392354
24067,0.9893194783281236
34898,0.006870940479158934
11305,0.05246451632956829
13560,0.06982331774811244
33999,0.9903810220081859
23190,0.9913955721207002
11076,0.8466014247904132
30446,0.008694296462599393
37085,0.006754096210595936
32144,0.8450739404693051
34851,0.6935527075217839
30989,0.9849855493594442
20296,0.011430833605563576
37202,0.007486314942420839
7487,0.010187925612135567
33733,0.9910427287247223
25176,0.007436900047155343
9678,0.5551163894394433
12359,0.12526769827208803
35287,0.9398925147874145
37669,0.9884114335322703
32734,0.012517200565867519
9262,0.03306196648980125
11194,0.9910526995725389
12270,0.9906379230735954
21209,0.011025220784106449
1066,0.010498907199895503
38948,0.9893257570166669
28392,0.012583169470298411
33775,0.01047745139590976
38680,0.009110617428191806
4100,0.9898637650238099
35624,0.38992820000401446
17445,0.9913244527788789
27111,0.011908770854502754
19958,0.9852576154750888
22452,0.9906762777538399
4269,0.9874923634474342
38025,0.9056826329684929
11195,0.006477437089622933
11203,0.08704238049307744
8659,0.9900860192323496
26654,0.2483974523972217
20862,0.9906287796028881
26985,0.007844471355237085
4672,0.006623661257630418
24962,0.1924276468508706
31210,0.007945346976207187
14414,0.9893803743180755
37408,0.011291962860460105
18047,0.9906931333284295
7892,0.007160811636106587
11502,0.9900161086490677
3376,0.008755885804616791
33057,0.8129787734677587
6877,0.023583069511945075
6228,0.9818889860301593
22202,0.9121895183936441
11276,0.9876549849803872
5356,0.008979682660014407
37527,0.9893734739247377
20548,0.044967076925800264
16280,0.942657587662633
21164,0.9892232314601587
7921,0.0077482356014683985
36530,0.9905868477455242
22975,0.9902257760601669
11799,0.10719389250271555
17311,0.9900554525347701
20922,0.9566690061140974
2321,0.8836574148919383
10236,0.9897179317147602
23896,0.9903014673800664
16394,0.9898398172272553
11744,0.9913947646406173
33147,0.020342623121383026
36173,0.9903011973992533
29344,0.010036867459204799
9435,0.006714583470836217
32551,0.9891885295769479
